userid,movieid,score
108,593,1.230621304143228
108,608,1.2288881801713605
108,2683,1.2199882100395183
109,480,5.37194115349077
109,110,5.320079439857647
109,434,5.291475188031875
109,349,5.062308171493289
109,539,4.910595265099017
109,208,4.358576665465787
109,344,4.312623076888509
109,316,4.310179006997172
109,150,4.267161513600369
109,47,3.9762799991439133
110,318,2.9204792156186903
110,593,2.8875507854547187
110,4993,2.245342433158656
110,356,2.211360019002027
110,7153,2.186786075985422
110,79132,1.9774046155423743
110,50,1.8397987035957826
110,260,1.83875248431774
110,1193,1.708012863044964
110,7361,1.7017659747173515
111,48385,3.1559053533197288
111,45722,3.1453307735566933
111,52973,3.1173504333700617
111,3793,3.1117628870914116
111,32587,3.100769914109821
111,7153,3.081695175122114
111,356,3.0775247527800276
111,260,3.070572914804522
111,5952,3.0418325732026688
111,4963,2.9001219862735845
112,589,4.42662863933274
112,457,4.072164239092645
112,296,4.052192539191303
112,380,3.6826332713614907
112,592,3.503464178193094
112,377,3.1682716563518762
112,316,3.091815622826524
112,590,2.8834307363746796
112,349,2.799720826647162
112,364,2.7948376140232822
113,608,2.017567947550895
113,912,1.7469654586777235
113,296,1.7118912337064074
113,318,1.708806339605862
113,2571,1.6803326940058725
113,2858,1.643238530499173
113,527,1.6196495971331102
113,2028,1.5275198651520636
113,1198,1.497661668525449
113,1210,1.4967708548111414
114,7153,2.6262729290913063
114,79132,2.1426049055234078
114,4993,2.032783792651383
114,69844,1.9973947107078471
114,8368,1.9861533739778643
114,40815,1.9765162265207015
114,58559,1.8520526877397867
114,2571,1.8306502983253934
114,356,1.7073963931782674
114,72998,1.469049554729443
115,589,3.220047685370392
115,1291,2.7718980745350597
115,1097,2.623679972928167
115,2762,2.6208769031275234
115,1210,2.6140821401863406
115,1136,2.591659751889207
115,1,2.3952129130583724
115,2985,2.390924413617055
115,2628,2.3805001738626927
115,2028,2.3774505347634505
116,380,2.8411491105455156
116,588,2.611194501384583
116,592,2.5486472607604154
116,648,2.505579547021756
116,344,2.403738525130747
116,47,2.395602174536881
116,454,2.3800218375492683
116,349,2.36878279368188
116,500,2.293123102500924
116,587,2.2129132950841774
117,296,7.40343747948535
117,208,6.872951068827558
117,153,6.4894042768980995
117,329,6.458307376400642
117,500,5.721774175988264
117,165,5.648191465956004
117,364,5.641742095029331
117,377,5.629171999207622
117,457,5.620348313060703
117,648,5.332662267980652
118,318,2.1873335975430677
118,593,2.131935384031134
118,2858,1.7925366941425245
118,1210,1.6654414659145826
118,260,1.6617769291070466
118,356,1.6519480614301234
118,1198,1.3870240888569312
118,2329,1.3845370764298908
118,79132,1.2986119789390085
118,589,1.2530508485758733
119,59315,3.0645061807834693
119,356,3.0495011588481282
119,91529,2.878930537451441
119,260,2.8197539601958956
119,7438,2.7169051390984573
119,109487,2.709767322246716
119,318,2.685074968968647
119,5952,2.6185348191481825
119,91500,2.5890527953151126
119,111759,2.5840311524991257
120,1,5.113350504819707
120,95,3.5974517489679068
120,1356,3.3911285859500473
120,786,3.3282327020864475
120,62,3.1748710063264527
120,25,3.1136814744338
120,628,3.0582130291835643
120,17,3.0165203776188654
120,104,2.750345686341537
120,661,2.7372901075768366
121,590,6.5480084454050935
121,367,5.229768232770014
121,344,5.175380731954479
121,587,4.988728139300881
121,593,4.95734139513613
121,208,4.813663421182233
121,266,4.513405916579353
121,32,4.426484077733234
121,153,4.42510405904199
121,480,4.420638066086922
122,356,4.275160692849131
122,7153,3.4268538449430803
122,7438,3.4079611721501752
122,608,3.4034583143234487
122,1732,3.386340481758757
122,318,3.344708964473696
122,260,3.1932137132169744
122,4011,3.1832332643479813
122,5952,3.178034975682558
122,69122,3.1668536526600493
123,260,2.679743069451288
123,58559,2.659009667269645
123,356,2.583620478515369
123,296,2.364189535775718
123,2028,2.2700067706180613
123,858,2.0465003858354285
123,2762,1.9217407281978418
123,1198,1.8811443510823134
123,74458,1.8664681741373594
123,91529,1.7639214660376674
124,318,2.760331568475673
124,593,2.737817716734979
124,4886,2.451513866623977
124,47,2.3089602170675234
124,296,2.304098826839734
124,2571,2.2078321627219726
124,4993,2.191725509763288
124,480,2.063558290289029
124,2762,2.0555490586566822
124,5445,2.023127008444094
125,7153,3.036230632999715
125,91529,2.691560266536293
125,109374,2.674148759519422
125,318,2.6645171033788206
125,74458,2.6458733972527684
125,32587,2.54527523408665
125,4306,2.5179367633495264
125,260,2.5025546149290037
125,1732,2.4984042850236823
125,73017,2.4731502577571653
126,296,6.497635307068278
126,165,5.8306672279249545
126,339,5.347470477453209
126,356,5.256708025696114
126,208,4.808517949907881
126,480,4.7309856369974295
126,316,4.416444308212336
126,253,4.367674541484963
126,32,4.345363091183454
126,225,3.607378668461777
127,2858,1.3905740077978352
127,2302,0.8706401969936354
127,2918,0.8552538394316063
127,1079,0.8545097800827134
127,2571,0.8436147912521916
127,1270,0.8433468073928455
127,2396,0.7801041922615193
127,593,0.7650800628207653
127,1,0.7630903719878853
127,1197,0.7596290323344559
128,858,1.8968123603447982
128,2571,1.7884061912412905
128,1210,1.7394289782331538
128,260,1.723503467979239
128,527,1.6120672832624512
128,1214,1.4422018459289083
128,1198,1.4313796742424718
128,924,1.2590301708066873
128,1304,1.255299542442022
128,318,1.2533993897496578
129,318,4.387595103371359
129,7153,4.136198850772908
129,8360,3.8606791388835107
129,356,3.8239175941847727
129,1704,3.6214595789672885
129,589,3.603569455258356
129,2571,3.5817114460330135
129,51662,3.572396753961625
129,7438,3.530445898217488
129,8961,3.527576633624144
130,380,6.723751344676939
130,592,6.256816388777566
130,349,5.663265021647282
130,318,5.6167283192457775
130,292,5.2287789846164525
130,231,5.216085882351837
130,457,4.496265548508483
130,356,4.361598041890336
130,316,4.309158517620074
130,454,4.067256936438656
131,7153,3.9068157741494023
131,47,3.5284744519502937
131,2959,3.5059403416989197
131,608,2.861304185267651
131,1196,2.6562432460173304
131,48394,2.1299405347950207
131,1198,2.106045795201259
131,1682,2.0067052831460828
131,33794,1.97328087407507
131,1732,1.9721400654990622
132,4306,4.9110978696578655
132,1291,4.3281446605733365
132,608,4.319027888858055
132,260,4.267234657410503
132,2115,4.045725157813138
132,780,4.0386624843734955
132,6539,4.033689668668052
132,4022,4.033584021489608
132,150,4.03180044083619
132,367,4.024296142211209
133,454,6.109565992865179
133,344,5.67652256562336
133,296,5.636477539456829
133,292,5.224213612558477
133,47,4.83028298082628
133,500,4.758348253778932
133,208,4.62736042506508
133,300,4.558971630158594
133,34,4.348538350744063
133,364,4.327805113323382
134,292,6.209448959585773
134,380,5.79471551307615
134,150,5.790565517305678
134,161,5.749500750253697
134,457,5.3410044272726696
134,153,5.019651233626315
134,480,4.765921241605857
134,185,4.48036197621974
134,318,4.456761363034955
134,589,4.391777381505743
135,733,3.9566468472791496
135,1610,3.950980326775059
135,1196,3.94193630083481
135,1500,3.8938139464846175
135,457,3.8845340554227272
135,1222,3.814459180732376
135,1,3.6958920104150677
135,1127,3.668341999062005
135,377,3.665813444040765
135,648,3.663094207797664
136,349,6.129829314702276
136,380,5.699017379003922
136,296,4.829785190046246
136,253,4.5500857328714615
136,590,4.521968055048355
136,318,4.329041405535628
136,593,4.072312836913827
136,480,3.98224403939432
136,356,3.8867746522006397
136,589,3.306003643288445
137,1198,3.5609135566667898
137,593,3.369279941492286
137,2028,2.7010564317968893
137,2762,2.322620098514624
137,1291,2.1635916650521616
137,750,2.1541647306287173
137,1208,2.1520978606422254
137,1097,2.1476718409150033
137,296,2.1176591230089903
137,50,2.0860318901855552
138,1265,0.5874006159678185
138,32,0.5569637782802791
138,1196,0.5333819034793126
138,2858,0.5329365818533756
138,3578,0.5325168911633613
138,2174,0.5163934557181458
138,1210,0.5043155821994669
138,1240,0.5043155821994669
138,527,0.49637681245615894
138,2641,0.49505757431710373
139,2571,4.154228308090379
139,4993,3.9668080936732233
139,6874,3.6545902622172037
139,32587,3.5644061685978525
139,6377,3.4028361344034237
139,260,3.3959751495506683
139,60684,3.3446719624093464
139,6863,3.3371220071062533
139,73017,3.1899796607620683
139,33794,3.181200044442263
140,1527,3.8304457132223826
140,2762,3.6837437587062625
140,4022,3.6721881463381516
140,1197,3.43366357152325
140,3994,3.433482756959297
140,3793,3.4276639417569053
140,1136,3.425076028304937
140,2706,3.4045239602560247
140,32,3.3732922896469626
140,3996,3.3360445054545775
141,356,5.467048907262341
141,2329,4.83016454135816
141,1210,4.526621443651814
141,2115,4.226966359857245
141,1580,3.9633917422744784
141,5989,3.955919446162638
141,2011,3.9476801240538433
141,1291,3.9134801174264964
141,1198,3.8242627437033434
141,1193,3.724932183739794
142,153,6.4848877754119325
142,10,5.065846095656181
142,185,5.060562677937197
142,253,4.958866509039923
142,300,4.6403031707344935
142,47,4.269921436388426
142,288,4.191120702383826
142,329,4.188137566545301
142,454,4.173519457647501
142,208,4.1416935852267756
143,356,1.7791084966084165
143,7451,1.6107084809003465
143,318,1.5306319549259362
143,69844,1.469188870565521
143,6539,1.4344605087429452
143,1197,1.412002465865977
143,35836,1.3646888370992185
143,595,1.3555511276175252
143,56367,1.3038866451087487
143,45720,1.285988321834545
144,377,4.786577627274548
144,380,4.42841405862829
144,32,4.202402241329995
144,367,4.107725294530904
144,344,3.817401775281102
144,587,3.5619602394035828
144,153,3.523740483585072
144,316,3.5041123750402026
144,364,3.2087318660476356
144,318,3.1647316575396265
145,150,7.027910219852428
145,349,6.952935519695366
145,344,5.907251413381653
145,231,5.574170595268466
145,593,5.194571696514572
145,185,5.157354330546689
145,457,4.540771391949733
145,110,4.3285812547773155
145,253,3.8251197766508684
145,454,3.7452661493278843
146,150,0.92484275713651
146,296,0.9132682267168534
146,318,0.8393547802287078
146,588,0.8361539561455319
146,2572,0.7819085224854891
146,780,0.7446282224555847
146,356,0.7249680414955201
146,1,0.688279873809778
146,33794,0.6800430245755332
146,1210,0.6749228088838108
147,318,1.860440954115836
147,435,1.688154017678335
147,161,1.6388732763544311
147,367,1.5817243725543737
147,110,1.5477973704512185
147,380,1.5263720815617123
147,432,1.5256124544444394
147,316,1.5078539716510302
147,296,1.507453089120515
147,349,1.5026509309538458
148,69844,2.6336253129393237
148,260,2.4393958519142465
148,2571,2.3181154044334633
148,60069,2.2878807614170866
148,59315,2.2195581380694627
148,318,2.2090405223905787
148,2959,2.12021506715387
148,58559,2.0008556560794064
148,76093,1.9919307802930153
148,122904,1.794513990506041
149,1097,3.390820432255137
149,1210,2.7707011794545937
149,356,2.7336065106736647
149,1374,2.5465868162518523
149,1198,2.5291217697642163
149,1291,2.3563156399226006
149,593,2.3528867682874925
149,110,2.293116094526092
149,2762,2.2773005749140074
149,733,2.1655993730077197
150,141,5.390460043237927
150,736,4.781678266407479
150,1,4.614734381032279
150,17,3.9644358562096076
150,62,3.1439472020450276
150,762,3.1145314369952617
150,653,3.064152955418833
150,708,2.7913598285564323
150,661,2.7519340438467457
150,260,2.727624728293047
151,32,3.571230082690321
151,733,3.2898961021400903
151,653,3.2178821887692863
151,1356,2.947603595093824
151,628,2.3065318545226448
151,260,2.213836371156013
151,852,2.1827908768491255
151,1210,2.1184113309656967
151,5,2.077011638684768
151,802,1.9865553094087245
152,2858,2.7171492477724324
152,79132,2.6798176486409173
152,7153,2.362977345629185
152,356,2.2837920809029892
152,5952,2.268049245930895
152,4993,2.224615110012546
152,2329,2.0864050340466416
152,2028,2.0177921278295528
152,50,2.0116403753895655
152,4973,1.9931064726101047
153,318,3.347088093103829
153,593,2.990261827982929
153,79132,2.9348790471837147
153,48394,2.743593997138202
153,47,2.7377484718736405
153,296,2.7001277540629367
153,4973,2.5633906905109125
153,58559,2.29515117152868
153,2329,2.2943850446238674
153,2028,2.288889706872848
154,59315,2.4260750897623553
154,7153,2.2395714810741456
154,4993,1.9709685526087293
154,58559,1.9704229412204404
154,2571,1.9502100138864886
154,2959,1.9318504732871142
154,5952,1.931747659018269
154,1196,1.9241283524803872
154,88125,1.8969328890035495
154,60069,1.8322996100527913
155,1196,2.226336069620891
155,480,2.0823490471092376
155,1291,1.9060620348970478
155,296,1.8918202094339855
155,1265,1.8448484341535398
155,589,1.8349412260836124
155,1210,1.7774655522508231
155,1580,1.7762900615597972
155,34,1.7518304102176088
155,1240,1.749195377578435
156,1197,4.07565862934381
156,296,3.6372434418296633
156,1028,3.3434002212471112
156,32,3.136079193998061
156,1196,3.099941059307451
156,1210,3.08676654950815
156,1259,2.917675512046651
156,1206,2.9054652034497357
156,608,2.896792396782605
156,1265,2.883588583311409
157,2706,1.269498378311618
157,2858,1.2614562147380828
157,1210,1.173157999190798
157,356,1.141620766890425
157,593,1.0500995669851332
157,318,1.0222927645712772
157,457,1.0102672254279563
157,2762,1.0067194751061042
157,2716,0.9472161328433679
157,223,0.9310722732842361
158,2858,0.5096483934873365
158,736,0.4744768485249532
158,780,0.4744768485249532
158,1265,0.43179154373229245
158,318,0.42987857824007053
158,1200,0.4245346459394501
158,608,0.41540840740293195
158,1210,0.4127470001468888
158,1198,0.4114023582241658
158,51662,0.404499980008295
159,2571,2.0486681317826534
159,47,2.0406934107662926
159,500,1.878254639701294
159,593,1.8328996653719751
159,590,1.7776485364876997
159,6377,1.6892718326257319
159,6539,1.6274277153737295
159,4995,1.6260541672283586
159,344,1.5610211706422858
159,527,1.5370641052845397
160,1200,4.24338500256257
160,1968,4.207936158299523
160,1527,3.8093237700311136
160,1573,3.621943883464396
160,1136,3.444370440472191
160,3175,3.436728420061022
160,2571,3.3740528405815287
160,2916,3.3661293581176186
160,648,3.364157528642326
160,1036,3.3208887758620405
161,356,0.9674980022922204
161,594,0.9247833842226234
161,5952,0.887767893549161
161,150,0.8310215783538824
161,595,0.815804898452907
161,1136,0.770571996156862
161,50,0.7698928508542393
161,4306,0.7481341426079693
161,317,0.7304180062691714
161,2,0.7131504174652548
162,380,3.7981441580637725
162,349,3.5202765672838576
162,588,3.51367244533438
162,161,3.4545534845951518
162,344,3.3828719837359986
162,316,3.2780390469665703
162,434,3.1585387476920257
162,539,3.142544991796425
162,377,3.098192893734689
162,253,2.8963173333667536
163,1196,1.11971608980011
163,296,1.1032399991774209
163,318,1.0899998719117654
163,457,1.0603024179283638
163,50,1.0119476804153873
163,260,1.0113570432254944
163,1485,0.9493723562635054
163,1210,0.9443208522294623
163,356,0.8937322622875729
163,3052,0.8937137602638057
164,1196,2.782217188436657
164,260,2.7656408081137864
164,2571,2.523378272618215
164,110,2.0821190653963972
164,1214,1.944551655934945
164,1580,1.8852623336994003
164,527,1.8113739287926856
164,1527,1.7528425616510823
164,2762,1.72812652424785
164,2028,1.6936388309134558
165,2571,2.6425653172218495
165,260,1.9050923897284178
165,1200,1.7752410538084316
165,356,1.7037628084625966
165,318,1.6544865572025127
165,527,1.6369320201549267
165,1214,1.6213112298116916
165,589,1.6206949177161338
165,4993,1.543282088947766
165,4306,1.522431064693144
166,589,5.065590167716954
166,2683,4.9594774193289215
166,296,4.941483259148588
166,4993,4.752374134903049
166,6365,4.6890042700730215
166,50,4.6417411278637015
166,1527,4.383188287450843
166,2762,4.31234426171686
166,780,4.295027051087279
166,1682,4.257193310642568
167,588,3.712462550500752
167,2628,3.703900365598465
167,5378,3.700846759958044
167,6365,3.689558483252781
167,6539,3.6787589976083592
167,589,3.5445372750300344
167,47,3.4956850889219004
167,780,3.4891201976001875
167,2959,3.470660804872529
167,2683,3.4526120600997148
168,318,2.5430871166881244
168,50,2.233616335867195
168,593,2.2169044544825014
168,111,2.0289812628255914
168,1136,1.969807477782489
168,527,1.960772233212361
168,260,1.9166521209852265
168,2571,1.733113266616285
168,1089,1.716097452313098
168,904,1.6177721562912342
169,588,3.77985604162869
169,4306,3.7660984118151197
169,780,3.58775556847209
169,47,3.555182874892238
169,1073,3.4810447769154482
169,1210,3.408620874756937
169,4022,3.3473788977310206
169,1196,3.3337741307326563
169,8360,3.3200863233113216
169,4226,3.306106134456683
170,589,6.070380374789024
170,150,5.972073916841425
170,380,5.8726750249130175
170,367,5.8058766911698925
170,349,5.722092004875599
170,597,5.352388444334039
170,593,5.283852971254319
170,208,5.190158298915742
170,434,4.853318896619447
170,588,4.485789321295396
171,733,2.3570269314556493
171,736,2.3494436491134008
171,1,1.9711619877981204
171,608,1.90178436259592
171,260,1.8502053156743514
171,62,1.793791130796457
171,6,1.77737268106036
171,110,1.6474421253024945
171,593,1.572503518619252
171,1210,1.5131586052261907
172,1196,1.5409880153786903
172,296,1.4323376728766515
172,110,1.3167269498288556
172,2571,1.2053294718837864
172,356,1.1965414551508087
172,318,1.1428607474120813
172,1258,1.1282417576907762
172,260,1.1190853518819501
172,150,1.022270873380783
172,480,1.0067910706124554
173,380,5.1831061073112785
173,590,5.084360204320166
173,165,4.659249272961805
173,344,4.459693641301637
173,480,4.408177077118502
173,231,4.396992880408335
173,292,4.0612367376990095
173,110,3.966031625439319
173,434,3.9283693419526
173,364,3.6389004429351206
174,592,7.286963141093892
174,434,6.432788522561109
174,110,5.926058726112947
174,377,5.91403694409564
174,357,5.894869949099258
174,480,5.777985056860605
174,597,5.531144836314787
174,165,5.5151467763779
174,454,5.367445590923
174,457,5.032380839798506
175,5618,0.3057412417956377
175,262,0.256233864646804
175,616,0.24209756394017198
175,4447,0.2386109611505616
175,1968,0.23077025066839454
175,318,0.23039427567677367
175,588,0.22863122618392606
175,595,0.22796451718386254
175,56367,0.22532569621222417
175,80549,0.22532569621222417
176,296,6.571312308159095
176,457,5.018798092924064
176,185,4.781589610002947
176,590,4.590895982871771
176,356,4.2731674728015845
176,329,4.13257325380457
176,300,3.81618663526804
176,480,3.756875221346002
176,595,3.69217199942635
176,253,3.653229449162292
177,45722,4.815621823393885
177,7361,4.452301593314098
177,6377,4.446352156738792
177,2571,4.444693780741951
177,2329,4.1999937534906175
177,356,4.183101166289992
177,32587,4.170963830403429
177,8874,4.161253189989887
177,364,4.152810787070697
177,44191,3.959770195528247
178,150,2.779123429872985
178,589,2.6101746826822523
178,32,2.134389543588102
178,296,1.98993753667509
178,778,1.9231357814555732
178,1,1.789655121139736
178,4993,1.7854812128767172
178,586,1.7799742725263954
178,288,1.7684981568337135
178,592,1.7307543885420538
179,457,6.896802635253366
179,364,5.028455762431212
179,292,4.740177166602154
179,231,4.656042073114612
179,161,4.648298740515574
179,597,4.391744732578579
179,10,4.1492060894626555
179,587,4.0644184133482995
179,588,3.8259293200613422
179,39,3.650251315275374
180,7153,1.6509288588770556
180,2571,1.6191177335666647
180,1210,1.5630863993931658
180,4306,1.190401643155875
180,296,1.1592775983816694
180,5952,1.1111133861194495
180,318,1.098601207058378
180,593,1.06490706671095
180,79132,1.0167779535344448
180,4226,1.0041431314680298
181,150,5.9806430133737
181,589,5.358843138514151
181,590,5.349738134188333
181,153,4.995302874432527
181,318,4.203184079439326
181,253,4.182663081425544
181,454,4.119057219430348
181,593,4.107730230884377
181,208,3.869207649469828
181,553,3.8057163583114964
182,4226,4.575074210949678
182,1136,4.341425877748009
182,1968,4.093096611538781
182,1206,4.0785032038450195
182,588,4.076110502417716
182,592,4.039140075645871
182,150,3.803697728579495
182,500,3.763302146569429
182,367,3.7608949966696548
182,5445,3.7494313814289733
183,480,2.363176438148385
183,1196,2.2930243744876355
183,593,2.2703278226334573
183,2571,2.241951739100758
183,1210,2.165030161618453
183,1198,1.8910567058499277
183,527,1.862709737230548
183,1291,1.859651627528517
183,1221,1.697576677984355
183,316,1.668378811823867
184,2571,1.8031189031506827
184,72998,1.5613321276095045
184,318,1.5175435737509917
184,74458,1.4951663441308267
184,260,1.4861779582225327
184,7153,1.3800771662056635
184,356,1.3407744508675068
184,60069,1.335419956492602
184,122918,1.329120898074456
184,44191,1.2831841263199766
185,318,1.7994291576876875
185,47,1.6552905380092011
185,1196,1.541151025438749
185,356,1.529770920189054
185,1210,1.4121160819156218
185,4022,1.4061395879441216
185,1682,1.3939886679823383
185,7153,1.3932013971056487
185,4993,1.3921044676211387
185,50,1.381686426551684
186,1580,3.9873075736578634
186,32,3.7395633052740673
186,733,3.300036438026353
186,589,3.2782473618111343
186,1356,3.266830815997082
186,1270,3.219303672263838
186,2762,3.2088499113619378
186,480,3.196039290183086
186,1200,3.032466303834352
186,1028,3.011954701527681
187,2959,3.5681982927322617
187,4306,3.3496499927845336
187,296,3.3126943039326386
187,589,3.304866788986882
187,356,3.3036479770809586
187,1682,3.1819886244816935
187,1213,3.058731273102166
187,367,2.8897347040489954
187,4022,2.8268782869983187
187,2683,2.8231666230187495
188,593,1.5943485772335275
188,858,1.2328763218781384
188,2571,1.1787902969463773
188,912,1.1647087755659724
188,1198,1.1573913707245576
188,1079,1.1371505897153529
188,910,1.1328333620805928
188,527,1.0884706606404977
188,2987,1.0800029301391716
188,1213,1.0759508189956895
189,7153,2.8543596841318477
189,260,2.707492017478864
189,74458,2.351373489225365
189,2571,2.2044786401361307
189,4226,2.144829843852454
189,44191,2.015913682305327
189,48780,1.959766411692117
189,109487,1.8838340576029775
189,116797,1.82467231828379
189,1196,1.8173653035491983
190,7153,2.5696597511230395
190,356,2.5696389378953537
190,4226,2.1752048011879803
190,33794,2.1747786564147793
190,5952,2.111190004759739
190,44191,1.9136846579591178
190,3949,1.9053944228055515
190,4973,1.8889971885850896
190,79132,1.8410465190403733
190,4886,1.832534422562626
191,590,3.2179973359716745
191,318,2.6808592803121853
191,592,2.635356412299299
191,344,2.5479397668493258
191,253,2.3848857066259876
191,380,2.3466565568200775
191,440,2.311159525045643
191,539,2.308639748456997
191,357,2.1939423648263983
191,266,2.1916849260712734
192,592,6.7389296885989
192,380,4.989134468274849
192,434,4.653602026711878
192,344,4.579534041581351
192,165,4.386631506708631
192,253,4.384463269699495
192,457,4.269313639947678
192,153,4.24420772802876
192,318,4.237993986944636
192,300,4.1909469401441894
193,4993,2.98677616978079
193,2571,2.752905910478416
193,5952,2.6526698141355496
193,2858,2.5830195236295834
193,2762,2.4145838988083552
193,47,2.404423001168003
193,608,2.3374365812410787
193,1089,2.3126466880929084
193,79132,2.275858776328959
193,58559,2.1676074217456103
194,150,1.1153378934140947
194,457,1.1007214059829047
194,1304,1.0596993636724283
194,296,1.0272503277104084
194,356,1.0269935921089066
194,339,1.0172970992770134
194,539,0.9981550923234394
194,21,0.993939532571507
194,357,0.9923691122548052
194,592,0.9159579143765457
195,260,3.2685074489716186
195,5349,3.24896056810212
195,47,3.2411392453545953
195,4993,3.0963231335028687
195,2683,3.0556371621502967
195,50,2.913081667881998
195,1527,2.8831712326708754
195,1,2.8723836691489506
195,1265,2.8624267024330683
195,2028,2.862358024565347
196,4993,2.235483567163419
196,79132,2.2173806060168695
196,318,2.077179537643707
196,7153,1.8059698730989846
196,1198,1.8018636966444643
196,2028,1.778116096733097
196,260,1.6198727587813333
196,356,1.596853776494553
196,1210,1.4725677670083241
196,2959,1.4714342648755632
197,318,1.5931201759401898
197,296,1.5615849183190125
197,1221,1.2699326761517866
197,593,1.1886017174890582
197,1213,1.1605334147576207
197,150,1.1252420123807294
197,1258,1.09317655144217
197,1196,1.0733300948830284
197,47,1.0503107268682228
197,110,1.0272741732039445
198,5349,4.22221113941442
198,4306,4.0040017523382945
198,32,3.708357545872895
198,2683,3.6892131978634666
198,2115,3.645882315541627
198,733,3.631081582520765
198,380,3.4363884953062422
198,1036,3.4322772479002253
198,2028,3.4271444629636347
198,150,3.4235495815481807
199,2028,4.2626067442424205
199,1222,3.9980754264233123
199,480,3.7579597314891195
199,1221,3.711200579513031
199,1214,3.5269370660119637
199,1196,3.49811703695546
199,588,3.4860394542844277
199,1682,3.484559625922361
199,1200,3.45717607169643
199,2194,3.2626326390346154
200,1265,4.149075173910655
200,1196,4.1109321999409
200,4963,4.09982818352088
200,8360,3.8112683714621025
200,6874,3.8097059269872346
200,1136,3.7681195694421388
200,5502,3.565214521680893
200,1270,3.5628999287171665
200,2706,3.5620062378556328
200,5218,3.5579413293000393
201,1580,4.187226935561035
201,1265,3.927894710351316
201,110,3.389031387295753
201,780,3.376477186769613
201,4306,3.1587911349441007
201,377,3.1414094600879148
201,648,3.1060962191137094
201,1584,2.950808755666516
201,1391,2.9077103323955478
201,586,2.899600466679494
202,1200,3.5547660799999417
202,527,3.5210838641098627
202,260,3.4881524519156315
202,1265,3.2858131795072834
202,924,3.20797975224445
202,50,2.9827894398682906
202,3578,2.97255395576781
202,736,2.9504025545669075
202,2987,2.871363070742431
202,2406,2.84979548577355
203,356,2.285933189857401
203,260,1.9599987875907217
203,1196,1.8993606065001825
203,2762,1.8399483527535068
203,6377,1.7823257207936323
203,5445,1.7690947291942047
203,2959,1.731385117580857
203,6539,1.7051044499895056
203,3793,1.6998792241528644
203,79132,1.614635023589165
204,318,2.5758612226572772
204,356,2.424585327638456
204,2571,2.420566365736006
204,7438,2.2667911893993957
204,79132,2.1800880822161317
204,5952,2.1125030637470164
204,47,2.042701528481432
204,7153,1.9135559449288184
204,2762,1.8847666329213948
204,778,1.8838045240525385
205,4993,2.6703676567373864
205,79132,2.622425000705475
205,60069,2.5274536539781245
205,68954,2.181980070874462
205,318,2.135826763281002
205,2571,2.1152354491268968
205,6377,2.0544952627849753
205,72998,2.034280857642479
205,59315,2.022782949643471
205,4306,1.9761818127915316
206,1073,4.940909680933163
206,95,4.270068687804515
206,733,4.013744196460923
206,628,3.4282637664972646
206,653,3.0917158824716773
206,788,3.0731784931408592
206,5,2.997533481717737
206,36,2.7594801752985454
206,802,2.6375317091095845
206,104,2.6269873915656583
207,260,0.6448158863052341
207,2959,0.5615750448149512
207,527,0.557988114722508
207,32,0.5075223630001117
207,1,0.5038350099088001
207,648,0.4843910114727276
207,1265,0.4752932518719908
207,2028,0.45562120752393215
207,296,0.4526970956778824
207,2858,0.45127724239660044
208,356,2.0799688140304795
208,1196,2.042072117001297
208,318,1.9893681342079395
208,1200,1.8425433567823801
208,527,1.787756163227213
208,593,1.7825450128267943
208,2028,1.779314688979178
208,1198,1.7062400425806228
208,165,1.6190239783504465
208,316,1.5536696334751392
209,260,3.3201672002759253
209,58559,2.531762788515381
209,2329,2.3215412763911067
209,5952,2.3023764507115936
209,527,2.273685278415707
209,296,2.230666138694937
209,59315,2.1740384786051625
209,1196,2.1584348284972243
209,48394,1.9866650724668307
209,47,1.9419733023994965
210,260,2.5755455157967106
210,2571,2.2805997472510917
210,3793,2.2264797939794856
210,33794,2.0696041046158373
210,91500,1.9908465920186615
210,8961,1.9665737946115576
210,68954,1.9518732403862489
210,318,1.9235064185016988
210,8368,1.8944664208549908
210,588,1.8545127113848672
211,4993,3.2073020683554545
211,318,3.194964241649473
211,1196,2.526740144713567
211,2959,2.264190202212751
211,5952,2.242457318827208
211,7438,2.1902441924827816
211,1291,2.085993564300178
211,112852,2.048936118128801
211,1214,2.009332799681152
211,4878,1.953295325236392
212,7438,4.049843664625152
212,59315,3.651410359611027
212,33794,3.525334821583153
212,48780,3.49608624824281
212,4226,3.488122189040728
212,1,3.4373772011625663
212,47,3.424554609604412
212,48516,3.4037855409211457
212,1270,3.2922654748708964
212,109487,3.2302999165537187
213,5952,2.3101493070726953
213,49272,2.2808996759679614
213,5349,2.278566299976729
213,318,2.1295398487113832
213,1196,2.12120170645658
213,3578,2.0035208248461243
213,59315,1.9944458163208492
213,1210,1.982763083052257
213,356,1.9764621281159573
213,260,1.9596622167020674
214,32,5.031102523416459
214,1073,3.8665594872411058
214,95,3.548440059441907
214,1356,3.517882642075604
214,17,3.4361362069579524
214,733,3.202731534922785
214,653,3.01043146996691
214,786,2.690076375328062
214,260,2.423051248078448
214,784,2.403137618116365
215,2571,3.5231854194841343
215,1197,2.5585443752084402
215,2762,2.517375938685228
215,79132,2.516393258689273
215,1136,2.298820058030457
215,858,2.272940901469101
215,2329,2.0951766767604085
215,1198,2.086488159311526
215,4306,2.0360345401030244
215,6539,1.8836427711547703
216,1079,3.05730338935063
